id_region,id_date,id_genre,nbr_rea,nbr_dc
1,1,0,0,0
2,1,0,5,1
3,1,0,0,0
4,1,0,2,0
6,1,0,0,0
11,1,0,294,36
24,1,0,5,1
27,1,0,33,6
28,1,0,4,3
32,1,0,87,21
44,1,0,204,120
52,1,0,4,1
53,1,0,23,7
75,1,0,12,2
76,1,0,39,6
84,1,0,35,7
93,1,0,24,7
94,1,0,0,0
1,1,1,0,0
2,1,1,3,0
3,1,1,0,0
4,1,1,2,0
6,1,1,0,0
11,1,1,207,28
24,1,1,3,1
27,1,1,20,4
28,1,1,2,3
32,1,1,57,11
44,1,1,136,59
52,1,1,4,0
53,1,1,17,5
75,1,1,11,0
76,1,1,25,4
84,1,1,22,4
93,1,1,16,2
94,1,1,0,0
1,1,2,0,0
2,1,2,2,1
3,1,2,0,0
4,1,2,0,0
6,1,2,0,0
11,1,2,87,8
24,1,2,2,0
27,1,2,13,2
28,1,2,2,0
32,1,2,30,10
44,1,2,67,60
52,1,2,0,1
53,1,2,6,2
75,1,2,1,2
76,1,2,13,2
84,1,2,8,3
93,1,2,8,5
94,1,2,0,0
1,2,0,0,0
2,2,0,5,1
3,2,0,0,0
4,2,0,2,0
6,2,0,0,0
11,2,0,360,56
24,2,0,10,1
27,2,0,47,14
28,2,0,6,5
32,2,0,105,40
44,2,0,241,148
52,2,0,11,1
53,2,0,26,9
75,2,0,11,3
76,2,0,55,17
84,2,0,79,22
93,2,0,44,9
94,2,0,0,1
1,2,1,0,0
2,2,1,3,0
3,2,1,0,0
4,2,1,2,0
6,2,1,0,0
11,2,1,254,43
24,2,1,7,1
27,2,1,36,6
28,2,1,4,5
32,2,1,72,26
44,2,1,168,74
52,2,1,7,0
53,2,1,20,5
75,2,1,10,1
76,2,1,36,9
84,2,1,42,6
93,2,1,28,3
94,2,1,0,0
1,2,2,0,0
2,2,2,2,1
3,2,2,0,0
4,2,2,0,0
6,2,2,0,0
11,2,2,105,13
24,2,2,3,0
27,2,2,11,8
28,2,2,2,0
32,2,2,33,14
44,2,2,72,73
52,2,2,4,1
53,2,2,6,4
75,2,2,1,2
76,2,2,19,8
84,2,2,11,5
93,2,2,15,6
94,2,2,0,1
1,3,0,0,0
2,3,0,5,1
3,3,0,0,0
4,3,0,2,0
6,3,0,0,0
11,3,0,484,99
24,3,0,13,2
27,3,0,71,22
28,3,0,13,7
32,3,0,136,51
44,3,0,294,183
52,3,0,17,1
53,3,0,25,12
75,3,0,15,4
76,3,0,66,21
84,3,0,87,33
93,3,0,55,11
94,3,0,14,3
1,3,1,0,0
2,3,1,3,0
3,3,1,0,0
4,3,1,2,0
6,3,1,0,0
11,3,1,350,66
24,3,1,10,2
27,3,1,49,11
28,3,1,8,7
32,3,1,89,31
44,3,1,209,93
52,3,1,12,0
53,3,1,19,8
75,3,1,13,2
76,3,1,44,11
84,3,1,51,14
93,3,1,37,4
94,3,1,9,1
1,3,2,0,0
2,3,2,2,1
3,3,2,0,0
4,3,2,0,0
6,3,2,0,0
11,3,2,130,31
24,3,2,3,0
27,3,2,22,11
28,3,2,5,0
32,3,2,46,20
44,3,2,84,89
52,3,2,5,1
53,3,2,6,4
75,3,2,2,2
76,3,2,22,10
84,3,2,13,12
93,3,2,17,7
94,3,2,5,2
1,4,0,0,0
2,4,0,5,1
3,4,0,0,0
4,4,0,2,0
6,4,0,0,0
11,4,0,545,122
24,4,0,14,2
27,4,0,79,27
28,4,0,21,6
32,4,0,144,56
44,4,0,332,209
52,4,0,21,3
53,4,0,24,15
75,4,0,28,5
76,4,0,70,24
84,4,0,88,38
93,4,0,66,13
94,4,0,14,4
1,4,1,0,0
2,4,1,3,0
3,4,1,0,0
4,4,1,2,0
6,4,1,0,0
11,4,1,387,82
24,4,1,12,2
27,4,1,57,14
28,4,1,12,6
32,4,1,98,33
44,4,1,236,109
52,4,1,15,2
53,4,1,18,10
75,4,1,23,2
76,4,1,49,13
84,4,1,52,18
93,4,1,44,5
94,4,1,10,1
1,4,2,0,0
2,4,2,2,1
3,4,2,0,0
4,4,2,0,0
6,4,2,0,0
11,4,2,153,38
24,4,2,2,0
27,4,2,22,13
28,4,2,9,0
32,4,2,46,23
44,4,2,94,100
52,4,2,5,1
53,4,2,5,5
75,4,2,5,3
76,4,2,21,11
84,4,2,12,13
93,4,2,21,8
94,4,2,4,3
1,5,0,6,0
2,5,0,5,1
3,5,0,0,0
4,5,0,2,0
6,5,0,0,0
11,5,0,640,140
24,5,0,21,3
27,5,0,83,40
28,5,0,25,8
32,5,0,151,67
44,5,0,370,252
52,5,0,25,4
53,5,0,31,17
75,5,0,40,8
76,5,0,78,25
84,5,0,106,47
93,5,0,78,14
94,5,0,13,6
1,5,1,5,0
2,5,1,3,0
3,5,1,0,0
4,5,1,2,0
6,5,1,0,0
11,5,1,451,93
24,5,1,16,2
27,5,1,59,20
28,5,1,15,7
32,5,1,103,42
44,5,1,272,129
52,5,1,18,3
53,5,1,25,12
75,5,1,28,4
76,5,1,55,14
84,5,1,63,22
93,5,1,51,6
94,5,1,10,2
1,5,2,1,0
2,5,2,2,1
3,5,2,0,0
4,5,2,0,0
6,5,2,0,0
11,5,2,184,45
24,5,2,5,1
27,5,2,24,20
28,5,2,10,1
32,5,2,48,25
44,5,2,95,119
52,5,2,7,1
53,5,2,5,5
75,5,2,11,4
76,5,2,23,11
84,5,2,17,18
93,5,2,26,8
94,5,2,3,4
1,6,0,6,0
2,6,0,5,1
3,6,0,0,0
4,6,0,2,0
6,6,0,0,0
11,6,0,787,193
24,6,0,38,8
27,6,0,99,62
28,6,0,33,9
32,6,0,187,86
44,6,0,432,327
52,6,0,35,9
53,6,0,30,23
75,6,0,47,13
76,6,0,101,32
84,6,0,157,70
93,6,0,112,20
94,6,0,9,7
1,6,1,5,0
2,6,1,3,0
3,6,1,0,0
4,6,1,2,0
6,6,1,0,0
11,6,1,565,124
24,6,1,27,6
27,6,1,70,35
28,6,1,21,8
32,6,1,128,54
44,6,1,315,181
52,6,1,21,7
53,6,1,24,15
75,6,1,33,5
76,6,1,72,17
84,6,1,96,33
93,6,1,78,9
94,6,1,5,3
1,6,2,1,0
2,6,2,2,1
3,6,2,0,0
4,6,2,0,0
6,6,2,0,0
11,6,2,216,68
24,6,2,10,2
27,6,2,29,27
28,6,2,12,1
32,6,2,59,32
44,6,2,113,142
52,6,2,13,2
53,6,2,5,8
75,6,2,12,8
76,6,2,29,15
84,6,2,31,29
93,6,2,33,11
94,6,2,4,4
1,7,0,6,0
2,7,0,5,1
3,7,0,0,0
4,7,0,3,0
6,7,0,0,0
11,7,0,973,262
24,7,0,44,9
27,7,0,121,85
28,7,0,40,15
32,7,0,208,109
44,7,0,504,407
52,7,0,43,13
53,7,0,30,25
75,7,0,69,16
76,7,0,125,39
84,7,0,190,86
93,7,0,133,26
94,7,0,9,7
1,7,1,5,0
2,7,1,4,0
3,7,1,0,0
4,7,1,3,0
6,7,1,0,0
11,7,1,689,176
24,7,1,29,6
27,7,1,86,48
28,7,1,29,10
32,7,1,142,71
44,7,1,367,236
52,7,1,29,9
53,7,1,24,17
75,7,1,50,9
76,7,1,91,23
84,7,1,126,42
93,7,1,94,11
94,7,1,5,3
1,7,2,1,0
2,7,2,1,1
3,7,2,0,0
4,7,2,0,0
6,7,2,0,0
11,7,2,277,84
24,7,2,14,2
27,7,2,35,37
28,7,2,11,5
32,7,2,66,38
44,7,2,134,167
52,7,2,14,4
53,7,2,5,8
75,7,2,18,7
76,7,2,34,16
84,7,2,42,37
93,7,2,38,15
94,7,2,4,4
1,8,0,6,0
2,8,0,7,1
3,8,0,0,0
4,8,0,3,0
6,8,0,0,0
11,8,0,1114,357
24,8,0,58,13
27,8,0,150,102
28,8,0,56,18
32,8,0,247,122
44,8,0,575,505
52,8,0,49,16
53,8,0,38,28
75,8,0,75,25
76,8,0,147,46
84,8,0,258,107
93,8,0,143,33
94,8,0,9,15
1,8,1,5,0
2,8,1,5,0
3,8,1,0,0
4,8,1,3,0
6,8,1,0,0
11,8,1,798,229
24,8,1,40,7
27,8,1,107,58
28,8,1,42,12
32,8,1,176,77
44,8,1,429,291
52,8,1,33,10
53,8,1,30,19
75,8,1,55,11
76,8,1,109,29
84,8,1,188,54
93,8,1,102,13
94,8,1,5,8
1,8,2,1,0
2,8,2,2,1
3,8,2,0,0
4,8,2,0,0
6,8,2,0,0
11,8,2,309,126
24,8,2,18,5
27,8,2,43,44
28,8,2,14,6
32,8,2,71,45
44,8,2,144,211
52,8,2,16,6
53,8,2,8,9
75,8,2,19,14
76,8,2,38,17
84,8,2,58,46
93,8,2,40,20
94,8,2,4,7
1,9,0,7,0
2,9,0,11,1
3,9,0,0,0
4,9,0,3,0
6,9,0,0,0
11,9,0,1269,460
24,9,0,69,20
27,9,0,166,123
28,9,0,75,20
32,9,0,271,150
44,9,0,636,584
52,9,0,59,24
53,9,0,45,29
75,9,0,96,34
76,9,0,177,54
84,9,0,290,134
93,9,0,164,44
94,9,0,13,19
1,9,1,6,0
2,9,1,6,0
3,9,1,0,0
4,9,1,3,0
6,9,1,0,0
11,9,1,914,289
24,9,1,51,9
27,9,1,117,69
28,9,1,52,12
32,9,1,195,94
44,9,1,473,341
52,9,1,42,14
53,9,1,38,20
75,9,1,71,17
76,9,1,131,34
84,9,1,214,72
93,9,1,115,20
94,9,1,9,11
1,9,2,1,0
2,9,2,4,1
3,9,2,0,0
4,9,2,0,0
6,9,2,0,0
11,9,2,349,169
24,9,2,17,11
27,9,2,49,54
28,9,2,23,8
32,9,2,76,56
44,9,2,156,239
52,9,2,17,10
53,9,2,7,9
75,9,2,24,17
76,9,2,46,20
84,9,2,67,55
93,9,2,48,24
94,9,2,4,8
1,10,0,13,1
2,10,0,15,1
3,10,0,0,0
4,10,0,2,0
6,10,0,0,0
11,10,0,1389,578
24,10,0,80,26
27,10,0,186,139
28,10,0,93,24
32,10,0,302,169
44,10,0,699,657
52,10,0,84,31
53,10,0,49,34
75,10,0,116,42
76,10,0,187,61
84,10,0,344,165
93,10,0,186,48
94,10,0,13,19
1,10,1,10,0
2,10,1,8,0
3,10,1,0,0
4,10,1,2,0
6,10,1,0,0
11,10,1,1000,367
24,10,1,63,10
27,10,1,135,76
28,10,1,66,16
32,10,1,213,106
44,10,1,516,380
52,10,1,58,19
53,10,1,41,23
75,10,1,82,19
76,10,1,140,38
84,10,1,260,89
93,10,1,132,21
94,10,1,9,11
1,10,2,3,1
2,10,2,7,1
3,10,2,0,0
4,10,2,0,0
6,10,2,0,0
11,10,2,382,210
24,10,2,16,16
27,10,2,51,63
28,10,2,27,8
32,10,2,88,63
44,10,2,176,274
52,10,2,24,12
53,10,2,8,11
75,10,2,32,23
76,10,2,47,23
84,10,2,73,69
93,10,2,53,27
94,10,2,4,8
1,11,0,13,1
2,11,0,14,1
3,11,0,0,0
4,11,0,3,0
6,11,0,0,0
11,11,0,1570,688
24,11,0,89,35
27,11,0,194,148
28,11,0,111,26
32,11,0,329,196
44,11,0,756,753
52,11,0,103,42
53,11,0,57,37
75,11,0,127,50
76,11,0,212,68
84,11,0,432,195
93,11,0,208,55
94,11,0,18,19
1,11,1,10,0
2,11,1,8,0
3,11,1,0,0
4,11,1,3,0
6,11,1,0,0
11,11,1,1137,438
24,11,1,71,15
27,11,1,143,82
28,11,1,78,18
32,11,1,234,123
44,11,1,567,441
52,11,1,75,24
53,11,1,47,26
75,11,1,91,23
76,11,1,159,41
84,11,1,324,106
93,11,1,146,26
94,11,1,12,11
1,11,2,3,1
2,11,2,6,1
3,11,2,0,0
4,11,2,0,0
6,11,2,0,0
11,11,2,424,249
24,11,2,17,20
27,11,2,51,66
28,11,2,33,8
32,11,2,95,73
44,11,2,180,308
52,11,2,26,18
53,11,2,10,11
75,11,2,35,27
76,11,2,53,27
84,11,2,97,81
93,11,2,61,29
94,11,2,6,8
1,12,0,12,2
2,12,0,15,3
3,12,0,0,0
4,12,0,4,0
6,12,0,0,0
11,12,0,1668,807
24,12,0,103,39
27,12,0,217,164
28,12,0,122,32
32,12,0,348,211
44,12,0,792,815
52,12,0,107,47
53,12,0,57,41
75,12,0,160,58
76,12,0,227,76
84,12,0,497,227
93,12,0,243,65
94,12,0,20,19
1,12,1,10,0
2,12,1,8,2
3,12,1,0,0
4,12,1,4,0
6,12,1,0,0
11,12,1,1224,513
24,12,1,78,17
27,12,1,158,91
28,12,1,88,22
32,12,1,243,132
44,12,1,598,480
52,12,1,79,27
53,12,1,48,28
75,12,1,119,29
76,12,1,173,46
84,12,1,376,130
93,12,1,176,33
94,12,1,15,11
1,12,2,2,2
2,12,2,7,1
3,12,2,0,0
4,12,2,0,0
6,12,2,0,0
11,12,2,435,293
24,12,2,23,22
27,12,2,59,73
28,12,2,34,10
32,12,2,105,79
44,12,2,188,331
52,12,2,25,20
53,12,2,9,13
75,12,2,40,29
76,12,2,54,30
84,12,2,110,89
93,12,2,66,32
94,12,2,5,8
1,13,0,11,4
2,13,0,15,3
3,13,0,0,0
4,13,0,4,0
6,13,0,0,0
11,13,0,1792,954
24,13,0,115,53
27,13,0,220,187
28,13,0,137,42
32,13,0,400,242
44,13,0,844,919
52,13,0,116,58
53,13,0,63,45
75,13,0,182,72
76,13,0,267,82
84,13,0,583,264
93,13,0,287,80
94,13,0,20,19
1,13,1,11,1
2,13,1,8,2
3,13,1,0,0
4,13,1,4,0
6,13,1,0,0
11,13,1,1315,611
24,13,1,88,26
27,13,1,162,103
28,13,1,100,28
32,13,1,281,151
44,13,1,638,546
52,13,1,89,33
53,13,1,54,30
75,13,1,139,36
76,13,1,204,48
84,13,1,443,150
93,13,1,205,42
94,13,1,15,11
1,13,2,0,3
2,13,2,7,1
3,13,2,0,0
4,13,2,0,0
6,13,2,0,0
11,13,2,468,341
24,13,2,26,27
27,13,2,58,84
28,13,2,37,14
32,13,2,119,91
44,13,2,198,369
52,13,2,27,25
53,13,2,9,15
75,13,2,42,36
76,13,2,62,34
84,13,2,129,105
93,13,2,81,38
94,13,2,5,8
1,14,0,12,5
2,14,0,18,3
3,14,0,0,0
4,14,0,6,0
6,14,0,0,0
11,14,0,1977,1176
24,14,0,134,60
27,14,0,212,214
28,14,0,161,62
32,14,0,450,280
44,14,0,890,1015
52,14,0,132,71
53,14,0,69,50
75,14,0,202,78
76,14,0,276,91
84,14,0,624,295
93,14,0,311,103
94,14,0,22,20
1,14,1,11,2
2,14,1,10,2
3,14,1,0,0
4,14,1,6,0
6,14,1,0,0
11,14,1,1443,743
24,14,1,101,31
27,14,1,161,122
28,14,1,117,37
32,14,1,317,175
44,14,1,670,621
52,14,1,101,41
53,14,1,58,31
75,14,1,150,41
76,14,1,213,57
84,14,1,468,170
93,14,1,226,58
94,14,1,17,12
1,14,2,1,3
2,14,2,8,1
3,14,2,0,0
4,14,2,0,0
6,14,2,0,0
11,14,2,522,429
24,14,2,32,29
27,14,2,51,92
28,14,2,44,24
32,14,2,132,104
44,14,2,212,390
52,14,2,31,30
53,14,2,11,19
75,14,2,51,37
76,14,2,62,34
84,14,2,145,117
93,14,2,84,44
94,14,2,5,8
1,15,0,12,7
2,15,0,19,3
3,15,0,0,0
4,15,0,3,0
6,15,0,0,0
11,15,0,2204,1369
24,15,0,153,77
27,15,0,229,230
28,15,0,164,69
32,15,0,478,330
44,15,0,918,1126
52,15,0,133,82
53,15,0,79,55
75,15,0,215,82
76,15,0,304,108
84,15,0,672,349
93,15,0,332,124
94,15,0,25,21
1,15,1,11,3
2,15,1,11,2
3,15,1,0,0
4,15,1,3,0
6,15,1,0,0
11,15,1,1612,868
24,15,1,116,44
27,15,1,179,137
28,15,1,117,41
32,15,1,335,204
44,15,1,682,695
52,15,1,108,47
53,15,1,66,33
75,15,1,155,43
76,15,1,231,67
84,15,1,505,207
93,15,1,245,68
94,15,1,19,13
1,15,2,1,4
2,15,2,8,1
3,15,2,0,0
4,15,2,0,0
6,15,2,0,0
11,15,2,578,492
24,15,2,36,33
27,15,2,50,93
28,15,2,47,27
32,15,2,141,125
44,15,2,228,427
52,15,2,25,35
53,15,2,13,22
75,15,2,58,39
76,15,2,73,41
84,15,2,156,134
93,15,2,86,56
94,15,2,6,8
1,16,0,16,7
2,16,0,20,3
3,16,0,0,0
4,16,0,2,0
6,16,0,3,2
11,16,0,2301,1571
24,16,0,172,84
27,16,0,250,271
28,16,0,185,81
32,16,0,518,370
44,16,0,949,1178
52,16,0,141,92
53,16,0,111,63
75,16,0,221,94
76,16,0,321,119
84,16,0,700,404
93,16,0,370,141
94,16,0,25,23
1,16,1,13,3
2,16,1,12,2
3,16,1,0,0
4,16,1,2,0
6,16,1,3,2
11,16,1,1689,987
24,16,1,128,48
27,16,1,190,162
28,16,1,140,48
32,16,1,360,234
44,16,1,692,737
52,16,1,111,54
53,16,1,89,37
75,16,1,160,52
76,16,1,245,74
84,16,1,528,233
93,16,1,266,79
94,16,1,18,15
1,16,2,3,4
2,16,2,8,1
3,16,2,0,0
4,16,2,0,0
6,16,2,0,0
11,16,2,596,573
24,16,2,42,36
27,16,2,59,109
28,16,2,45,32
32,16,2,156,135
44,16,2,246,437
52,16,2,29,38
53,16,2,22,26
75,16,2,59,42
76,16,2,76,45
84,16,2,161,162
93,16,2,101,62
94,16,2,7,8
1,17,0,17,8
2,17,0,19,3
3,17,0,1,0
4,17,0,2,0
6,17,0,3,2
11,17,0,2375,1791
24,17,0,182,98
27,17,0,265,303
28,17,0,197,93
32,17,0,547,438
44,17,0,971,1311
52,17,0,169,109
53,17,0,114,69
75,17,0,225,100
76,17,0,322,131
84,17,0,725,448
93,17,0,397,161
94,17,0,25,26
1,17,1,14,3
2,17,1,11,2
3,17,1,1,0
4,17,1,2,0
6,17,1,3,2
11,17,1,1749,1124
24,17,1,138,59
27,17,1,203,182
28,17,1,144,57
32,17,1,387,264
44,17,1,716,805
52,17,1,133,64
53,17,1,91,41
75,17,1,160,54
76,17,1,250,82
84,17,1,546,259
93,17,1,283,89
94,17,1,18,18
1,17,2,3,5
2,17,2,8,1
3,17,2,0,0
4,17,2,0,0
6,17,2,0,0
11,17,2,609,653
24,17,2,41,39
27,17,2,61,121
28,17,2,52,35
32,17,2,157,173
44,17,2,242,501
52,17,2,35,45
53,17,2,23,28
75,17,2,64,46
76,17,2,72,49
84,17,2,168,180
93,17,2,109,70
94,17,2,7,8
1,18,0,17,8
2,18,0,18,3
3,18,0,1,0
4,18,0,4,0
6,18,0,3,2
11,18,0,2436,1967
24,18,0,194,106
27,18,0,274,323
28,18,0,209,99
32,18,0,561,488
44,18,0,960,1402
52,18,0,175,118
53,18,0,112,75
75,18,0,239,111
76,18,0,328,148
84,18,0,749,478
93,18,0,417,178
94,18,0,26,26
1,18,1,14,3
2,18,1,13,2
3,18,1,1,0
4,18,1,4,0
6,18,1,3,2
11,18,1,1782,1228
24,18,1,147,66
27,18,1,204,191
28,18,1,155,59
32,18,1,398,291
44,18,1,702,865
52,18,1,133,70
53,18,1,89,44
75,18,1,169,63
76,18,1,257,90
84,18,1,565,281
93,18,1,297,97
94,18,1,19,18
1,18,2,3,5
2,18,2,5,1
3,18,2,0,0
4,18,2,0,0
6,18,2,0,0
11,18,2,633,723
24,18,2,44,40
27,18,2,69,132
28,18,2,53,39
32,18,2,160,194
44,18,2,246,532
52,18,2,41,48
53,18,2,23,31
75,18,2,69,48
76,18,2,69,58
84,18,2,174,188
93,18,2,115,78
94,18,2,7,8
1,19,0,18,8
2,19,0,21,3
3,19,0,1,0
4,19,0,4,0
6,19,0,3,2
11,19,0,2506,2107
24,19,0,194,115
27,19,0,275,341
28,19,0,217,111
32,19,0,573,520
44,19,0,950,1471
52,19,0,181,123
53,19,0,112,81
75,19,0,243,120
76,19,0,321,158
84,19,0,779,508
93,19,0,435,195
94,19,0,26,26
1,19,1,15,3
2,19,1,16,2
3,19,1,1,0
4,19,1,4,0
6,19,1,3,2
11,19,1,1827,1316
24,19,1,150,71
27,19,1,208,201
28,19,1,158,69
32,19,1,407,315
44,19,1,689,901
52,19,1,136,75
53,19,1,87,48
75,19,1,173,68
76,19,1,253,97
84,19,1,585,302
93,19,1,307,106
94,19,1,19,18
1,19,2,3,5
2,19,2,5,1
3,19,2,0,0
4,19,2,0,0
6,19,2,0,0
11,19,2,656,774
24,19,2,41,44
27,19,2,66,139
28,19,2,58,41
32,19,2,163,202
44,19,2,247,565
52,19,2,44,48
53,19,2,24,33
75,19,2,69,52
76,19,2,67,61
84,19,2,184,197
93,19,2,123,86
94,19,2,7,8
1,20,0,18,8
2,20,0,20,4
3,20,0,1,0
4,20,0,4,0
6,20,0,3,2
11,20,0,2537,2355
24,20,0,203,132
27,20,0,285,367
28,20,0,223,127
32,20,0,567,577
44,20,0,937,1574
52,20,0,182,134
53,20,0,141,88
75,20,0,247,138
76,20,0,333,172
84,20,0,783,555
93,20,0,440,231
94,20,0,24,30
1,20,1,15,3
2,20,1,15,3
3,20,1,1,0
4,20,1,4,0
6,20,1,3,2
11,20,1,1845,1468
24,20,1,154,81
27,20,1,211,218
28,20,1,168,77
32,20,1,412,342
44,20,1,668,962
52,20,1,142,81
53,20,1,110,51
75,20,1,176,78
76,20,1,266,109
84,20,1,587,328
93,20,1,314,124
94,20,1,17,22
1,20,2,3,5
2,20,2,5,1
3,20,2,0,0
4,20,2,0,0
6,20,2,0,0
11,20,2,671,867
24,20,2,46,50
27,20,2,71,147
28,20,2,53,49
32,20,2,152,232
44,20,2,255,605
52,20,2,39,53
53,20,2,31,37
75,20,2,69,60
76,20,2,66,63
84,20,2,188,216
93,20,2,120,103
94,20,2,7,8
1,21,0,17,8
2,21,0,19,4
3,21,0,1,0
4,21,0,4,0
6,21,0,3,2
11,21,0,2601,2627
24,21,0,206,140
27,21,0,295,396
28,21,0,225,147
32,21,0,583,635
44,21,0,950,1674
52,21,0,176,144
53,21,0,133,97
75,21,0,243,152
76,21,0,336,180
84,21,0,755,600
93,21,0,434,253
94,21,0,23,32
1,21,1,15,3
2,21,1,14,3
3,21,1,1,0
4,21,1,4,0
6,21,1,3,2
11,21,1,1884,1637
24,21,1,153,88
27,21,1,215,237
28,21,1,169,88
32,21,1,424,376
44,21,1,675,1013
52,21,1,137,86
53,21,1,105,57
75,21,1,175,85
76,21,1,271,113
84,21,1,571,353
93,21,1,311,138
94,21,1,15,23
1,21,2,2,5
2,21,2,5,1
3,21,2,0,0
4,21,2,0,0
6,21,2,0,0
11,21,2,692,969
24,21,2,51,52
27,21,2,77,158
28,21,2,55,58
32,21,2,156,255
44,21,2,261,651
52,21,2,38,58
53,21,2,28,40
75,21,2,66,67
76,21,2,64,67
84,21,2,177,233
93,21,2,117,111
94,21,2,8,9
1,22,0,16,10
2,22,0,19,4
3,22,0,1,0
4,22,0,4,0
6,22,0,4,2
11,22,0,2668,2850
24,22,0,213,154
27,22,0,292,412
28,22,0,213,165
32,22,0,573,679
44,22,0,937,1781
52,22,0,178,153
53,22,0,136,107
75,22,0,242,165
76,22,0,329,195
84,22,0,736,654
93,22,0,437,269
94,22,0,21,32
1,22,1,13,4
2,22,1,14,3
3,22,1,1,0
4,22,1,4,0
6,22,1,4,2
11,22,1,1935,1770
24,22,1,157,96
27,22,1,209,245
28,22,1,161,98
32,22,1,423,401
44,22,1,660,1071
52,22,1,134,92
53,22,1,106,64
75,22,1,174,96
76,22,1,261,122
84,22,1,557,390
93,22,1,312,147
94,22,1,14,23
1,22,2,3,6
2,22,2,5,1
3,22,2,0,0
4,22,2,0,0
6,22,2,0,0
11,22,2,706,1057
24,22,2,54,58
27,22,2,81,166
28,22,2,51,65
32,22,2,147,273
44,22,2,264,699
52,22,2,43,61
53,22,2,30,43
75,22,2,66,69
76,22,2,67,73
84,22,2,172,250
93,22,2,119,117
94,22,2,7,9
1,23,0,17,10
2,23,0,17,5
3,23,0,1,0
4,23,0,3,0
6,23,0,4,2
11,23,0,2654,3040
24,23,0,207,164
27,23,0,283,427
28,23,0,212,179
32,23,0,580,715
44,23,0,916,1854
52,23,0,176,158
53,23,0,133,109
75,23,0,241,173
76,23,0,328,203
84,23,0,720,685
93,23,0,426,286
94,23,0,19,34
1,23,1,13,4
2,23,1,13,3
3,23,1,1,0
4,23,1,3,0
6,23,1,4,2
11,23,1,1927,1895
24,23,1,151,103
27,23,1,202,253
28,23,1,161,107
32,23,1,423,422
44,23,1,649,1113
52,23,1,133,95
53,23,1,105,66
75,23,1,174,100
76,23,1,258,127
84,23,1,543,412
93,23,1,306,155
